rating,title,body,author,tag,verified,date,product_handle,featured,photos
4,Lasted through KL humidity,"Saya beli Pitch dua bulan lepas, sampai sekarang still pakai. Pakai pergi wedding, tak ada lift up langsung sampai habis majlis. Boleh tahan lah honestly.",Fatin Ahmad,Monolid · Engagement,true,7 months ago,pitch-magnetic-eyelashes,false,
5,"Day 1 was rough, day 7 was magic","The learning curve is real but short — about a week if you're average. Now I think it would actually be harder for me to do strip-lash glue again. Three days of slight struggle, six months of effortless wear. Worth the trade. Trust the process. It's worth it.",Khadijah S.,Monolid · Office,true,11 months ago,pitch-magnetic-eyelashes,false,
5,First magnetic lash that actually fits,"Wore these for my graduation ceremony, didn't budge through 4 hours. Fits beautifully under my horn-rimmed glasses, no lens touching. The band sits perfectly with traditional eye makeup, no gap when I do my kohl. Already on my second pair.",Indira Devi,Monolid · Reception,true,16 days ago,pitch-magnetic-eyelashes,false,
5,Sold,Confirm berbaloi.,Aina B.,Monolid · Office,true,1 month ago,pitch-magnetic-eyelashes,false,
5,"Sits flat, looks natural","Three months in and these still look brand new. Easier to remove than to apply. Just lift off, no residue. Light enough that I forget I'm wearing them. Will be repurchasing the moment my pair gives out.",Jia Xin,Monolid · Diwali,true,5 months ago,pitch-magnetic-eyelashes,false,
5,No notes,No notes.,Vivian H.,Monolid · Wedding,true,2 months ago,pitch-magnetic-eyelashes,false,
5,Easier than mascara,Saw the founder's interview and decided to support local. No regrets. Customer service responded within an hour when I had a question. Already telling everyone who'll listen.,Rachel Ho,Monolid · Daily,true,3 months ago,pitch-magnetic-eyelashes,false,
5,Survived my akad,"Tetiba je nampak ad on IG, panggil bestie suruh beli sekali. Tak rasa berat langsung, macam tak pakai apa-apa. Pakai pergi kerja, balik rumah masih on the dot. Stop scrolling and just buy lah.",Hanis Rahman,Monolid · Wedding,true,7 weeks ago,pitch-magnetic-eyelashes,false,
5,"Bought it for Raya, kept wearing it after","Got these as a gift and ended up ordering my own pair. Fibre quality is genuinely premium, not the stiff plastic strip-lash kind. Bought a second pair as a gift.",@michelle.my,Monolid · Engagement,false,8 weeks ago,pitch-magnetic-eyelashes,false,
3,"Not bad, learning curve","Sebelum ni stress nak pakai bulu mata palsu, tapi ni mudah giler. Suami pun puji cantik, dia rare nak comment pasal makeup. Recommended sangat.",Wani Ahmad,Monolid · Daily,true,9 months ago,pitch-magnetic-eyelashes,false,
4,Pitch convert,Tried at a friend's place before buying. Sold within five minutes. Sits flush even on my deep-set eyes. Big plus. Hands down the best beauty purchase this year.,Pei Shan Lai,Monolid · Raya,true,4 months ago,pitch-magnetic-eyelashes,false,
5,It clicks suddenly,"Day 1 I almost cried. Day 14, my sister asked me to teach her. Wish someone told me the first time would feel awkward — it gets so much faster. The breakthrough happens when you stop thinking and just trust the magnet click. Patience pays off massively with these.",Meera K.,Monolid · Office,true,10 months ago,pitch-magnetic-eyelashes,false,
5,Wore it through a long day,"Okay first of all, this is so gerek. Apply ikut tutorial, jadi within seconds. Will rep this brand sampai bila-bila.",Iman,Monolid · Daily,true,28 days ago,pitch-magnetic-eyelashes,false,
5,Lazy-girl approved,"Mum tried them first, now she's stealing mine. Works under my glasses, doesn't smudge the lenses. The case is gorgeous, makes me feel like I'm using something premium. Genuinely worth the price.",Jasmine Khoo,Monolid · Office,true,7 weeks ago,pitch-magnetic-eyelashes,false,
5,Lazy-girl approved,比之前用的胶水睫毛好太多了。 适合 monolid 的款式，band sit flush。 已经买第二双了。,Jamie,Monolid · Daily,true,1 week ago,pitch-magnetic-eyelashes,false,
5,Genuine 30-second application by day 3,"Wore them to my best friend's solemnisation and didn't think about them once. Sits completely flat on my lid, no gap, no awkward corner-lift. Local brand done right.",Marissa R.,Monolid · Hari Raya,true,11 months ago,pitch-magnetic-eyelashes,true,
5,Pitch convert,"Akak punya colleague pakai, nampak best, terus PM founder for stock check. Travel with the case, sekali pun tak rosak. Memang sayang nak habiskan.",Iman Yusof,Monolid · Wedding,true,4 weeks ago,pitch-magnetic-eyelashes,false,
5,Almost gave up — glad I didn't,"Patience is the secret. First try was rough, third try was perfect. The video tutorial saved me. Watch it BEFORE your first attempt, not after. Three days of patience for a lifetime of effortless lashes. Take the trade.",Syafiqah R.,Monolid · Diwali,true,6 weeks ago,pitch-magnetic-eyelashes,false,
4,Worth pushing through,"Bought, struggled, watched a tutorial, fell completely in love. Pro tip from another struggler: let the magnets find each other, don't force them. My only regret is not buying them sooner.",Joyce G.,Monolid · Photoshoot,true,10 months ago,pitch-magnetic-eyelashes,false,
5,Life-changing after the first week,"Watched the demo video three times before I got it. Worth the patience. If you struggle on day 1, stick with it — the breakthrough happens around day 3-4. What helped me: do it sitting down, good lighting, no rushing. Genuinely life-changing once you're past the first few tries.",Si Min,Double lid · Wedding,true,7 months ago,boardroom-magnetic-eyelashes,false,
5,Love,Love it.,Amira R.,Double lid · Akad,true,1 week ago,boardroom-magnetic-eyelashes,false,
5,"Light, comfy, easy","I'm bad at makeup. These still worked. The magnets do most of the work, you just hold the band close and they snap into place. Hands down the best beauty purchase this year.",Shanti,Double lid · Raya,true,11 months ago,boardroom-magnetic-eyelashes,false,
5,Did not expect to like these as much,I have sensitive eyes and these don't irritate at all. Stayed perfect through a tearful K-drama marathon. Permanently in my bag.,Mei Yong,Double lid · Diwali,true,4 days ago,boardroom-magnetic-eyelashes,false,
5,Survived a 12-hour shift,"Was on the fence for two months. Should've bought sooner. The instructions card actually helps, didn't expect that. If you're on the fence, just buy them.",Joyce N.,Double lid · Raya,true,9 months ago,boardroom-magnetic-eyelashes,false,
5,Lasted through KL humidity,"Boardroom lives in my work bag now. I love that I can re-use them. Strip lashes felt so wasteful. Holds through long days, including the LRT commute and aircon offices. Already ordered a backup pair.",Ying B.,Double lid · Raya,true,4 months ago,boardroom-magnetic-eyelashes,false,
5,"Surprised, in a good way","买了两双，一双自用一双送朋友。 Office wear 完全 OK，no one noticed they're magnetic. Saved me so much morning time, no joke.",Wei Ting K.,Double lid · Akad,true,10 months ago,boardroom-magnetic-eyelashes,false,
5,Almost gave up — glad I didn't,"Day 1: panic mode. Day 7: muscle memory. The shift from 'this is hard' to 'this is easy' happens overnight. Wild experience. Once you nail the angle, it lives in muscle memory forever. My only regret is not buying them sooner.",Si Min,Double lid · Raya,true,3 weeks ago,boardroom-magnetic-eyelashes,false,
5,Worth the hype,"Beli Boardroom masa launch, no regrets at all. Tak rasa heavy on the eye lid, macam tak pakai apa-apa. Recommended for office girlies who always rush in the morning. Don't sleep on this one.",Kamala,Double lid · Raya,true,7 months ago,boardroom-magnetic-eyelashes,false,
5,"Day 1 was rough, day 7 was magic","Was about to message customer service to ask for a refund. Then watched the video properly. Like learning to drive — first lesson chaos, fifth lesson natural. If I can do this, anyone can.",Wani A.,Double lid · Daily,true,7 months ago,boardroom-magnetic-eyelashes,true,
5,Glasses-friendly,"Saw Boardroom on a friend and had to ask what brand. Magnetic liner draws like a regular eyeliner, no learning curve there. 100% buying again.",Hui Ying Sim,Double lid · Akad,true,4 weeks ago,boardroom-magnetic-eyelashes,false,
4,Stick with it,Don't judge it by attempt one. By attempt five it's a different product. It's a 5-minute job on day 1 and a 30-second job by day 7. Just hang in there. Trust the process. It's worth it.,Wei Ting Sim,Double lid · Office,true,3 months ago,boardroom-magnetic-eyelashes,false,
5,Did not expect to like these as much,"My MUA recommended these for a wedding shoot. Now I own three pairs. No glue means no panda eyes at the end of the day. Pairs perfectly with a winged liner if you're already used to drawing one. Highly recommend, especially for first-timers.",Wen Xin C.,Double lid · Weekend,false,5 weeks ago,boardroom-magnetic-eyelashes,false,
5,Trust the process,Honestly thought I'd made a mistake the first night. Day 4 I was a believer. Cancelled my eyelash extension appointments. These are that good once you've got the hang. Take it from someone who was about to give up.,Pei Ling O.,Double lid · Photoshoot,true,3 weeks ago,boardroom-magnetic-eyelashes,false,
5,Repurchasing,Senang gila pakai.,Sze Wei,Double lid · Date night,true,7 months ago,boardroom-magnetic-eyelashes,false,
3,Learning curve,So-so for me.,Khadijah,Double lid · Reception,true,20 days ago,boardroom-magnetic-eyelashes,false,
5,My new daily,Suka sangat.,Liyana I.,Double lid · First-timer,true,9 months ago,boardroom-magnetic-eyelashes,false,
5,Lazy-girl approved,"I have Double lid eyes and was worried the band wouldn't sit flat. Sits flush even on my deep-set eyes. Big plus. Lifts up the outer corner just enough to balance my eye shape. Skip the strip lashes, go straight to these.",Aina Z.,Double lid · Diwali,true,4 weeks ago,boardroom-magnetic-eyelashes,false,
4,,Sold.,Jia Xin S.,Double lid · Office,true,5 days ago,boardroom-magnetic-eyelashes,false,
5,Survived my akad,"After tried 3 other brands, akhirnya jumpa the one. Cantik dia, very flattering for my mata sepet. Berbaloi sangat, harga bawah RM150 dapat magnetic quality macam ni. Local brand boleh kalahkan Sephora honestly.",Sofea M.,Double lid · Office,true,7 months ago,boardroom-magnetic-eyelashes,false,
3,"Not bad, learning curve","First time tengok ad, terus add to cart. Bila orang puji baru perasan tu sebab Santai. Five stars, no doubt.",Sofea R.,Double lid · Diwali,true,6 months ago,boardroom-magnetic-eyelashes,false,
5,Lasted through KL humidity,"Akak office punya recommendation, ended up jadi addicted. Boss compliment hari Senin pagi. Win. Pakai sekali jadi habit, sekarang every Monday wajib. Will tag you guys when I do the next review.",Sofea B.,Double lid · Date night,false,1 week ago,boardroom-magnetic-eyelashes,false,
5,Best lah,Perfect for first-timers.,Izzati Ismail,Double lid · Office,true,13 days ago,boardroom-magnetic-eyelashes,false,
5,Stick with it,"Almost returned them on day 2. Glad I didn't — now my daily. I almost returned mine after day 1. So glad I didn't. If you struggle on day 1, stick with it — the breakthrough happens around day 3-4. Three days of patience for a lifetime of effortless lashes. Take the trade.",@joanne,Double lid · Weekend,true,15 days ago,boardroom-magnetic-eyelashes,false,
5,Genuine 30-second application by day 3,"Had to wear them for an event and was nervous, but everything stayed. The 70L curl lifts my downturned eyes in a way mascara never could. Five stars without thinking twice.",Aina,Double lid · Weekend,true,10 months ago,boardroom-magnetic-eyelashes,false,
5,"Light, comfy, easy","Tried two other Malaysian magnetic brands before this. Nothing compares. Looks different in every lighting — flatters daylight, dramatic at night. Recommended to my whole office WhatsApp group.",Karen Cheong,Double lid · Raya,true,8 weeks ago,boardroom-magnetic-eyelashes,false,
5,The breakthrough is real,"First try sangat susah, fifth try sangat senang. Promise. The shift from 'this is hard' to 'this is easy' happens overnight. Wild experience. The video tutorial saved me. Watch it BEFORE your first attempt, not after. The learning curve is brief. The payoff is enormous.",Rachel Y.,Double lid · CNY,true,9 months ago,boardroom-magnetic-eyelashes,false,
3,"Not bad, learning curve","Wanted to love these. Take longer than expected if you have shaky hands like me. The outer corner needs an extra press, otherwise it'll lift. Wish the instructions in the box had a QR code to the demo video. Would buy again, learning curve and all.",Hui Boon,Double lid · Diwali,true,9 months ago,boardroom-magnetic-eyelashes,false,
5,Glasses-friendly,"Took these to a beach trip and they survived the swim, the sweat, and the karaoke. The magnetic liner stays put through eye-rubbing and tearing up at weddings. Will repurchase.",Crystal S.,Double lid · Photoshoot,true,2 months ago,boardroom-magnetic-eyelashes,false,
5,Learning curve was worth it,First wear: 12 minutes and slightly crooked. Third wear: 45 seconds and perfect. Wish someone told me the first time would feel awkward — it gets so much faster. I genuinely don't remember the last time I used mascara. That's the level of life-changing. Push through day 1 and you're set for life.,C. Sim,Double lid · Office,true,6 months ago,boardroom-magnetic-eyelashes,false,
5,Boardroom convert,"Pakai first time, jaw dropped weh. Comel betul packaging dia, rasa macam unboxing luxury. Brush dia included in the kit pun useful giler. Will rep this brand sampai bila-bila.",Hawa Mohd,Double lid · Wedding,true,5 months ago,boardroom-magnetic-eyelashes,false,
4,Survived a 12-hour shift,Bought Boardroom for my engagement weekend. Magnetic eyeliner doesn't sting my eyes the way the previous brand's did. Bought one for my mom's birthday next month.,Mahalakshmi S.,Double lid · Wedding,true,9 months ago,boardroom-magnetic-eyelashes,false,
5,Lazy-girl approved,"Tried at a friend's place before buying. Sold within five minutes. Has the right balance — not too natural, not too dramatic. My makeup bag has been forever changed.",@ying,Double lid · Hari Raya,true,7 months ago,boardroom-magnetic-eyelashes,false,
5,Lasted through KL humidity,"Was looking for something that would survive a long puja day. Found it. Survived a 6-hour bharatanatyam recital, the makeup melted before the lashes did. Highly recommended, especially for festival makeup.",Divya Ramasamy,Double lid · CNY,true,6 weeks ago,boardroom-magnetic-eyelashes,false,
5,Survived a 12-hour shift,"Used to wake up at 6 just to put on lashes. Now I sleep till 6:45. My contact lenses don't fog up with these, unlike strip lashes. 10/10, no notes.",Janet Sim,Double lid · Hari Raya,true,6 months ago,boardroom-magnetic-eyelashes,false,
5,Lazy-girl approved,Discovered Santai through a TikTok and now I'm in the cult. Genuinely the lightest lash I've ever worn. No droop by end of day. Worth every ringgit.,@nirmala.studio,Double lid · Diwali,true,6 weeks ago,boardroom-magnetic-eyelashes,false,
5,Life-changing after the first week,"My friend warned me about the learning curve. She was right but also it's so worth it. Pro tip from another struggler: let the magnets find each other, don't force them. Genuinely life-changing once you're past the first few tries.",Rachel,Double lid · Daily,true,3 months ago,boardroom-magnetic-eyelashes,false,
5,"Sits flat, looks natural","Eh confirm worth it lah. Bila tanggal, no glue residue, no patah lashes asli. My honest verdict: terbaik.",Diyana A.,Double lid · Office,true,3 weeks ago,boardroom-magnetic-eyelashes,false,
5,Worth pushing through,"Felt like I was failing for 3 days. Then it just clicked. It's a 5-minute job on day 1 and a 30-second job by day 7. Just hang in there. Once you nail the angle, it lives in muscle memory forever. Patience pays off massively with these.",Nor M.,Double lid · Engagement,true,5 weeks ago,boardroom-magnetic-eyelashes,false,
5,"Day 1 was rough, day 7 was magic","Took me five attempts on day 1. Six months in, I do it in 20 seconds. The breakthrough happens when you stop thinking and just trust the magnet click. Trust the process. It's worth it.",Nor H.,Double lid · First-timer,true,5 months ago,boardroom-magnetic-eyelashes,false,
5,Learning curve was worth it,"Take it from someone who fumbled for an hour on day 1 — give it three tries. What helped me: do it sitting down, good lighting, no rushing. Take it from someone who was about to give up.",Michelle,Double lid · Hari Raya,true,19 days ago,boardroom-magnetic-eyelashes,false,
5,"Sits flat, looks natural","Bought Boardroom two months ago and I keep coming back to it. I usually struggle with hooded eye products, but the band sits right. Easier to remove than to apply. Just lift off, no residue. Worth more than the asking price honestly.",Ling N.,Double lid · Office,true,4 months ago,boardroom-magnetic-eyelashes,false,
5,Bestie put me on,"I was scared I'd poke my eye out. Reader, I did not. Held through air-con, humidity, the works. Light enough that I forget I'm wearing them. Just go for it.",Crystal Chong,Double lid · Office,true,5 weeks ago,boardroom-magnetic-eyelashes,false,
5,"Bought it for Raya, kept wearing it after",包装精美，质量也很好。 比 strip lashes 方便十倍。 Stop scrolling 直接 buy。,@pei_kl,Double lid · Raya,true,4 months ago,boardroom-magnetic-eyelashes,false,
5,Easier than mascara,The packaging alone is worth a photo. I get compliments every time. People always assume I had extensions done. The band is so thin I can apply eyeshadow over it without lifting. My new daily.,Jamie H.,Double lid · Daily,true,25 days ago,boardroom-magnetic-eyelashes,false,
5,Better than extensions,"My beautician was the one who introduced me to Santai. Trust the experts. Pairs well with my normal eyeliner, the magnetic one is just for the lash band. The magnets do most of the work, you just hold the band close and they snap into place. Will be repurchasing the moment my pair gives out.",@huimin_xx,Double lid · Weekend,true,8 months ago,boardroom-magnetic-eyelashes,false,
5,Bestie put me on,Quality 完全 worth 这个价钱。 Pair with 现有的 eyeliner 也 fine。 Will definitely 回购。,Jia Xin,Double lid · Office,false,21 days ago,boardroom-magnetic-eyelashes,false,
2,Wanted to love these,"Bought these knowing magnetic lashes take practice. I was right. Magnet alignment is fiddly if you're applying in dim light. Wish the case was a tiny bit smaller for my handbag. Solid product, just don't expect Day-1 perfection.",Jamie C.,Double lid · CNY,true,1 week ago,boardroom-magnetic-eyelashes,false,
4,Obsessed,Sangat memuaskan.,I. Zainal,Double lid · Travel,true,3 months ago,boardroom-magnetic-eyelashes,false,
5,"Day 1 was rough, day 7 was magic","Bought, struggled, watched a tutorial, fell completely in love. Cancelled my eyelash extension appointments. These are that good once you've got the hang. Like learning to drive — first lesson chaos, fifth lesson natural. If I can do this, anyone can.",D. Ramasamy,Double lid · CNY,true,30 days ago,boardroom-magnetic-eyelashes,false,
5,"Surprised, in a good way",Sister-in-law gave me a pair after I kept complimenting hers. Customer service responded within an hour when I had a question. Already telling everyone who'll listen.,Divya R.,Double lid · Date night,true,7 months ago,boardroom-magnetic-eyelashes,false,
5,Bestie put me on,"Finally a magnetic lash that doesn't look obviously fake. Survived a swim session at Sunway Lagoon. Tested. Took these to Bali, survived the humidity and the ocean. Bought a second pair as a gift.",Si Min F.,Double lid · Photoshoot,true,11 months ago,boardroom-magnetic-eyelashes,false,
5,"Light, comfy, easy","Wore Boardroom for a 12-hour shift, didn't budge. Magnetic liner draws like a regular eyeliner, no learning curve there. Genuinely worth the price.",W. Boon,Double lid · Diwali,true,4 months ago,boardroom-magnetic-eyelashes,false,
5,Trust the process,"Take it from someone who fumbled for an hour on day 1 — give it three tries. Three days of slight struggle, six months of effortless wear. Worth the trade. Push through day 1 and you're set for life.",Karen,Double lid · Birthday,true,11 days ago,boardroom-magnetic-eyelashes,false,
5,No notes,Genuinely so good.,Hui Ying C.,Double lid · Date night,true,6 months ago,boardroom-magnetic-eyelashes,false,
5,Survived my akad,"Mak suruh beli yang murah dulu, ended up buying two pairs of these instead. Tahan air mata bila cry watching K-drama, can confirm waterproof. Cantik dia sit flush on the lid, no gap, no lifting. Confirm beli lagi.",Yu Han Chan,Double lid · Office,true,2 months ago,boardroom-magnetic-eyelashes,true,
5,Boardroom convert,"Produk ini memang sesuai untuk mereka yang sibuk dan tidak ada masa untuk makeup yang complicated. Sangat ringan dan selesa dipakai sepanjang hari. Saya mengesyorkan produk ini kepada rakan-rakan saya, terutamanya yang baru ingin mencuba bulu mata magnetik. Akan saya cadangkan kepada keluarga dan rakan-rakan.",Aisyah Aziz,Double lid · Raya,true,2 weeks ago,boardroom-magnetic-eyelashes,false,
5,First magnetic lash that actually fits,"Sis, this is the lazy-girl lash, period. Husband ingat saya pergi salon. Told him magnetic, dia tak percaya. Lipat kasi flat, simpan dalam casing, sekejap saja. Memang sayang nak habiskan.",Sharifah A.,Double lid · CNY,true,3 weeks ago,boardroom-magnetic-eyelashes,false,
5,Genuine 30-second application by day 3,Office crush noticed my eyes. Worth every ringgit alone. I love that I can re-use them. Strip lashes felt so wasteful. Local brand done right.,@amira,Double lid · Diwali,true,8 months ago,boardroom-magnetic-eyelashes,false,
4,Easier than mascara,"Got it from Santai launch promo, can confirm legit. Hold properly the whole day, no need touch up. Local brand boleh kalahkan Sephora honestly.",Siti R.,Double lid · Diwali,true,3 weeks ago,boardroom-magnetic-eyelashes,false,
5,Better than extensions,"Hard to believe these are reusable. Stayed perfect through a tearful K-drama marathon. The case is gorgeous, makes me feel like I'm using something premium. Hands down the best beauty purchase this year.",Cheryl,Double lid · Weekend,true,2 weeks ago,boardroom-magnetic-eyelashes,false,
5,Recommended,Top notch.,Husna Z.,Double lid · Birthday,true,5 weeks ago,boardroom-magnetic-eyelashes,false,
5,"Surprised, in a good way","Saw the founder's interview and decided to support local. No regrets. Holds through long days, including the LRT commute and aircon offices. Permanently in my bag.",@karen,Double lid · Engagement,true,7 weeks ago,boardroom-magnetic-eyelashes,false,
5,Survived my akad,"Replaced my whole strip-lash stash with one pair of these. I keep them in the case in my handbag and they're never tangled. If you're on the fence, just buy them.",Karen C.,Double lid · Daily,true,6 weeks ago,boardroom-magnetic-eyelashes,false,
4,Yes,"Pakai dah berbulan, masih on point.",Aina,Double lid · Wedding,true,7 weeks ago,boardroom-magnetic-eyelashes,false,
5,Worth it,Hooked.,@mei,Double lid · Wedding,true,6 months ago,boardroom-magnetic-eyelashes,false,
4,Learning curve was worth it,"Pakai first time, frustrated nak gila. Pakai fifth time, jadi muscle memory. Now I think it would actually be harder for me to do strip-lash glue again. Pro tip from another struggler: let the magnets find each other, don't force them. The learning curve is brief. The payoff is enormous.",Sharifah,Double lid · Weekend,true,25 days ago,boardroom-magnetic-eyelashes,false,
4,Wore it through a long day,"My beautician was the one who introduced me to Santai. Trust the experts. Easier to remove than to apply. Just lift off, no residue. Genuinely worth the price.",Saraswati Sundaram,Double lid · Photoshoot,true,8 weeks ago,boardroom-magnetic-eyelashes,false,
4,"Sits flat, looks natural","Boss noticed my eyes today. Told her Santai, she Instagram-stalked the shop. Senang nak simpan dalam beg tangan, casing dia compact. First time I stuck them on upside down, lol. Lesson learned. Don't sleep on this one.",Hui Min,Monolid · Wedding,true,12 days ago,minutes-magnetic-eyelashes,false,
5,Worth the hype,终于一对磁性睫毛 sit flush 在我的眼皮上。 Travel 带着方便，casing 很 sturdy。 Worth every cent.,Pei Shan W.,Monolid · First-timer,true,8 weeks ago,minutes-magnetic-eyelashes,false,
5,Easier than mascara,"I teach yoga and my regular lashes were drooping after every class. Not these. The band weight is the lightest I've tried — I literally don't feel them. Lasted through my Pongal cooking session in a hot kitchen, no smudging. Recommended to my mom and aunties at the temple.",Divya,Monolid · Birthday,true,5 weeks ago,minutes-magnetic-eyelashes,false,
4,Patience pays,First wear: 12 minutes and slightly crooked. Third wear: 45 seconds and perfect. Cancelled my eyelash extension appointments. These are that good once you've got the hang. Patience pays off massively with these.,Bee,Monolid · Engagement,true,3 weeks ago,minutes-magnetic-eyelashes,false,
5,Glasses-friendly,"Three months in and these still look brand new. Works under my glasses, doesn't smudge the lenses. Has the right balance — not too natural, not too dramatic. Already ordered a backup pair.",Hui,Monolid · Raya,true,4 weeks ago,minutes-magnetic-eyelashes,false,
5,"Bought it for Raya, kept wearing it after","Cousin saya influencer, dia pun pakai Santai. Confirm legit. Mata saya sensitive, tapi ni tak buat watery langsung. Senang nak pakai gila, terus stick on the lash line. Stop scrolling and just buy lah.",Atikah,Monolid · Reception,true,3 days ago,minutes-magnetic-eyelashes,false,
5,Survived my akad,Bought these the day my old strip lashes ripped my real ones out. Never going back. The magnetic liner stays put through eye-rubbing and tearing up at weddings. 100% buying again.,Michelle C.,Monolid · Daily,true,5 weeks ago,minutes-magnetic-eyelashes,false,
5,Minutes convert,"Dah lama nak cuba magnetic lashes, alhamdulillah jumpa Santai. Sekejap je settle, sambung makeup yang lain. Bila pakai tak nampak palsu, betul-betul nampak macam own lashes. Akak pun nak beli lagi sepasang.",Nor Ibrahim,Monolid · Photoshoot,true,8 months ago,minutes-magnetic-eyelashes,false,
5,My new favourite,"Beli untuk akad sister, dia minta lagi second pair untuk reception. Senang pakai under glasses, tak kacau the lens. 100% recommend lah.",Marissa A.,Monolid · Office,true,4 months ago,minutes-magnetic-eyelashes,false,
5,Sold,"Cantik dia, can confirm.",Liyana R.,Monolid · CNY,true,4 weeks ago,minutes-magnetic-eyelashes,false,
4,First magnetic lash that actually fits,"Bought during the launch sale and have zero regrets. Took these to Bali, survived the humidity and the ocean. Works under my glasses, doesn't smudge the lenses. Worth more than the asking price honestly.",Xin Yi G.,Monolid · Travel,true,3 months ago,minutes-magnetic-eyelashes,false,
5,Worth the hype,"My sister introduced me to Santai and now I'm a convert. The band weight is the lightest I've tried — I literally don't feel them. Fits beautifully under my horn-rimmed glasses, no lens touching. Highly recommended, especially for festival makeup.",Mahalakshmi,Monolid · Raya,true,14 days ago,minutes-magnetic-eyelashes,false,
3,"Not bad, learning curve",Bought these on the hype train. Hype was slightly oversold. Take longer than expected if you have shaky hands like me. Took me about 4 tries on day 1 to get them seated correctly. Worth it once you get the hang of it.,Ling Boon,Monolid · Engagement,true,11 months ago,minutes-magnetic-eyelashes,false,
5,Repurchasing,Senang dan cepat.,Amira I.,Monolid · CNY,true,5 weeks ago,minutes-magnetic-eyelashes,false,
4,The breakthrough is real,My friend warned me about the learning curve. She was right but also it's so worth it. I almost returned mine after day 1. So glad I didn't. Genuinely life-changing once you're past the first few tries.,Karen,Monolid · Date night,false,21 days ago,minutes-magnetic-eyelashes,false,
4,"Light, comfy, easy","Walao, why I never try this earlier. Kawan-kawan ingat saya buat extension haha. Will get another pair next month.",@wenxin.my,Monolid · First-timer,true,10 months ago,minutes-magnetic-eyelashes,false,
4,Lasted through KL humidity,"Use them maybe three times a week and still on my first pair after four months. Holds through long days, including the LRT commute and aircon offices. Sits completely flat on my lid, no gap, no awkward corner-lift. Local brand done right.",Mei F.,Monolid · Raya,true,8 weeks ago,minutes-magnetic-eyelashes,false,
5,Almost gave up — glad I didn't,"Watched the demo video three times before I got it. Worth the patience. Three days of slight struggle, six months of effortless wear. Worth the trade. My only regret is not buying them sooner.",Nurul,Monolid · CNY,true,9 months ago,minutes-magnetic-eyelashes,false,
4,Bestie put me on,"Used to wake up at 6 just to put on lashes. Now I sleep till 6:45. Looks natural in selfies and in person — not the same with most magnetic lashes. Has the right balance — not too natural, not too dramatic. 10/10, no notes.",@huimin_xx,Monolid · Raya,true,4 days ago,minutes-magnetic-eyelashes,false,
5,My new favourite,"Kakak ipar bagi sebagai birthday gift, terus jatuh cinta. Pakai pakai pakai, sekarang dah jadi part of muka. Hubby pun tak perasan, ingat saya pergi salon. Tak boleh hidup tanpa Santai sekarang.",Iman Bakar,Monolid · Diwali,true,11 months ago,minutes-magnetic-eyelashes,false,
5,"Sits flat, looks natural","Honestly didn't think magnetic lashes would work for me. No glue means no panda eyes at the end of the day. Lifts up the outer corner just enough to balance my eye shape. Highly recommend, especially for first-timers.",Yu Han Loh,Monolid · Travel,true,8 months ago,minutes-magnetic-eyelashes,false,
4,Minutes convert,"Pretty design, fair price, just needs patience to apply. Light enough that I forget I'm wearing them. Already ordered a backup pair.",Pei Choo,Monolid · Akad,false,9 months ago,minutes-magnetic-eyelashes,false,
5,Glasses-friendly,"Was on the fence for two months. Should've bought sooner. Sits completely flat on my lid, no gap, no awkward corner-lift. Skip the strip lashes, go straight to these.",Joanne O.,Monolid · Birthday,true,11 days ago,minutes-magnetic-eyelashes,false,
5,"Surprised, in a good way","Saya membeli Minutes sebagai hadiah dan akhirnya saya pun beli untuk diri sendiri. Pakej yang diterima sangat elegant, sesuai untuk hadiah. Pengalaman membeli-belah dengan Santai juga lancar — penghantaran cepat di Klang Valley. Saya berpuas hati sepenuhnya.",Hanis A.,Monolid · First-timer,true,8 weeks ago,minutes-magnetic-eyelashes,false,
5,,Already repurchased.,Cheryl,Monolid · Akad,true,5 weeks ago,minutes-magnetic-eyelashes,false,
4,Easy after the first try,"Skeptical at first because I've tried other brands and the magnets always failed. Survived a 6-hour bharatanatyam recital, the makeup melted before the lashes did. Removal is gentle enough that I don't lose any of my natural lashes. Worth every cent and then some.",Meera,Monolid · Travel,true,20 days ago,minutes-magnetic-eyelashes,false,
3,Works after a few tries,"Cantik gila, sumpah. Pakai 3 hari berturut-turut, masih cantik macam baru. Yes yes yes, beli je.",Syafiqah Z.,Monolid · Wedding,false,5 weeks ago,minutes-magnetic-eyelashes,false,
5,My new daily,Better than expected.,Karen L.,Monolid · Date night,true,1 month ago,minutes-magnetic-eyelashes,false,
5,Easy after the first try,"I have Monolid eyes and was worried the band wouldn't sit flat. Held through air-con, humidity, the works. Five stars without thinking twice.",Ling,Monolid · Wedding,true,7 weeks ago,minutes-magnetic-eyelashes,false,
4,Patience pays,"Patience is the secret. First try was rough, third try was perfect. The video tutorial saved me. Watch it BEFORE your first attempt, not after. The breakthrough happens when you stop thinking and just trust the magnet click. Three days of patience for a lifetime of effortless lashes. Take the trade.",Pei Shan L.,Monolid · Photoshoot,true,8 weeks ago,minutes-magnetic-eyelashes,false,
5,Compliments every time,"Got these as a gift and ended up ordering my own pair. Pairs perfectly with a winged liner if you're already used to drawing one. The instructions card actually helps, didn't expect that. Recommended to my whole office WhatsApp group.",Hanis,Monolid · Photoshoot,true,8 weeks ago,minutes-magnetic-eyelashes,false,
